index,0
VLOG278.txt,"﻿it's quite, yeah, it's very -- very sweet little village and, uh, this other clip i'm gonna show you is partly why i love this village so much -- so much, it's, uh, it's very beautiful and this is the evening just before -- the day before we were leaving. um, and i was taking uh, oh, what do you call that -- call that, um -- um, we -- we were going for a swim, me and my friend, and we hadn't -- we hadn't done that all summer. we both love it -- love to go swimming, uh, bathing, um, but we hadn't done that, because we'd been working so much that summer and we did it last -- the last evening before i left and uh, this is just from that evening. and i'm getting all, like, mmm, thinking about it, because, yeah, she's one of my best friends and -- and uh, it's very beautiful. it was -- it's a very beautiful place, so --﻿i think we need to go a bit faster if this video is not going to be too long because you're not going to be bothered to watch it. and i've -- um, i haven't yet but i'm going to spend, probably hours editing this, so watch it to the end, okay.anyway, the next clip is, let's have a look, yeah, it's when me and my dad and my brother are leaving the village and, yeah here it is.hi, youtube, um, it's so good to see you all. um, i hardly know what to say that it's been such a long time. some of you are going, who is that? i haven't seen her in ages and i can totally understand that but. . .hello, i'm xxxx, um, welcome, to the new subscribers that have joined us, um, during the time i've been away. i don't know what to say just to -- so we'll just get cracking 'cause there's a lot of clips for me to show you and i just need you to understand them; just give me, cut me a bit of slack here. this is what i'm working with, okay?this is my computer, okay? and i have to do this. i have to push it, like that, just to get a screen. so, as you can guess, i'm getting a new computer, but this is why it's so difficult for me to make videos. yeah, so anyway; now that you know that; let's get to the first clip. the first clip i need to show you, is from the summer when we were - um -- just about -- um -- to go off to the wedding. it was thetwenty fourth of july and i promise you, you would meet my new roommate, emma and you will -- and here's the clip that we'll show you:hello, youtube. um, we're about to go to the wedding, i was talking about; and we're going by bus because we don't really have any other choice.so here we are. meet emma, youtube, go to meet emma, emma, youtube. and this is us looking all nice and dressed for the wedding and this is our lovely transport and it's going to come down this road very soon.so that was emma. um, actually the wedding was absolutely beautiful. it was absolutely beautiful. it was actually; i had such a good time. i've -- it must have been the best wedding i've ever been to. i had such an amazingly good time, really. um, um, the church that got married in, this is really old church and, and a lot of people get married there during the summers. and just after the wedding, i was there, too. there was another wedding and i think that either the bride or groom must have been scottish because just when we left, there were other guests coming. and they had this man playing bagpipes outside of the church. and i just filmed it a bit; because a lot of bagpipes. i really do love it. but, bagpipes, that's what you call it.um, but, i'm going to show you. but, you might want to turn the volume down, just a little bit for this clip, yeah? . bagpipes, one of these days, i'm going to learn to play it. i'm going to play it for you and you will all unsubscribe.um, yeah, after the wedding, i went home to my village again and i helped my dad and brother pack everything up and clean the house and these were like one of the warmest days that summer. it was so warm and this is just a clip that i filmed when i was cleaning out one of the rooms and we'd been cleaning for hours and hours, for days, actually. and we were all just so tired of it so, yeah, we just hated it. and we hated the house; we just wanted to leave. uh, this is a clip of it and, yeah, i -- i watched it just now and i'm almost -- i'm so glad i'm done with that. well, anyway, here it is:hello, people! we're cleaning out the house and it's, i'm not kidding but its forty five degrees. it's in the weather and it's so flipping warm and i know, it's been on the record that i have gone through this entire move and this entire clean out of this house singing, ""it's too hot, it's too hot in this town. my will to live is melting and that's what's got me down. it's too hot. "" and it's still stuck in my head and i can't stop singing it. it's terrible. and it's so hot so it's very appropriate, i suppose. but, yeah, i'm going to keep cleaning now. anyway, i just wanted to pop in to say, hi, rrrr.i just want to show you my village, the village i lived in just bits of pieces of it and the first clip, you'll see, is, just like, um, from the balcony of my friends house and it's not, obviously not, the entire village, but almost. it's not very big. so here's that.﻿after that we went down south in sweden to our family, um, our relatives that live down there. and we spent a few days with them, and some friends of ours. and, uh, that's also a very beautiful place. you should go to sweden, really, it's a beautiful country. um, here are just some bits and pieces of that trip.this next clip is from when we had arrived in spain. because, i went down to spain with my dad and my brother, 'cause they are moving there, as i said. and this is just a clip of my dad making dinner. he likes to cook. he really likes to cook. um, and it was the first evening in -- in their new apartment so this is when he -- my dad, cooking.﻿you should've been to that taste that because that was really nice. it tasted very, very good.um, and this last clip is just uh, what i filmed on the plane, because the clouds, it seriously looked like you could walk on them. you know, in movies, when they walk on -- on -- on -- on, like, in the sky on clouds? yeah, it -- just totally looked like you could -- i so wanted to step out and just walk on it. would -- probably would not have been a good idea, but this is just -- just what it looked like. it was just --﻿yeah, so that was it. um, as i promised you and i know we haven't see each other in a long time. well actually, it did upload that thing in the mac store. not like i-- that was fun! i've never done that before. and camera, direct upload, i don't know what you call it, um, it was fun. and i have like, a apple store -- a, like -- apple store clip like everyone famous in the youtube. well, anyway. so that was all, i'll see you soon. um, i don't have an internet in my apartment yet, that's why i'm not on youtube that much nowadays, but i will get it soon. but it was really nice to see you again and uh, yeah, i'll see you soon."
VLOG24.txt,"﻿it's been -- it's really late, and i should be sleeping but i have nothing better to do. well, i do, i could study, but i'm not gonna be . i got back from a, um, rock concert at my university. i bought um, ministry of magic, and, um, it's in my computer but i bought, um, butterbeer experience, lena, um, her new beetle the bard cd of stuff, and uh, rock opera. yes. um, yeah, so here're some photos and some footage i took at the concert.really think you'll win. i am your waking nightmare, the chill it chokes your spine. i'll flood your veins with venom, the boy who lived, you will die. waiting, watching.voldermort, darling, can i fetch you some water?yearning, burning.voldermort, please can i help you with something?i am the dark lord. and i am looking for the i am the dark lord. . . .i feel like i have to preface this next clip. um, the sounds went out. it kind of threw them off for a second, and then they just went on, without the music, probably my favorite moment of the night, it was pretty incredible. here's the clip.ohwee. why does that sound like a munchkin? now i've got a job to do. woah, wooh. now i've got a job to do. 'cause i'm finally on our own.cause we're finally on our own.we've gone away from homewe've gone away from home.we'll never be alone.never be alone.we've got a place to call our own.to call our own.finally on our own. far away from home. never be alone. on our own, in sorrow, in sorrow, in sorrow, in sorrow, in sorrow.i think that part was, they were all so excited that it was going to be warm. it was florida and it was supposed to be warm, but it was freezing. i mean, we were all frozen, like, solid, like i couldn't move my toes because i was so cold. i also wore my converses, which probably weren't exactly the most, uh, insulated shoes. it was pretty fun. like, everybody was into it, it was good. even though it was a smaller crowd then they probably expected -- we floridians are not used to the cold, we cannot handle it -- so, yeah, yeah.yes, there's a chopstick in my hot chocolate. i'm finally done with all of john solo books. the book before last book was the last one. it was really good. i really enjoyed it. he kind of tells life as it is. i've been, uh, recently amused my t shirt, and, my little, uh, sonic screwdriver.doesn't make sounds, but it goes nee. okay, i got problems. it came with my journal of impossible things that i am a crazy fan. haven't gone through it yet, but i will. um, what else? that's it. here's some other random stuff. my dog."
VLOG107.txt,"﻿all right. so, i'm a total liar and i don't blame you if you unsubscribe, but, huh, if you're not going to keep watching my videos for me, at least keep watching them for him. what do you think about that song?i've been here for thirty something years looking at myself in the same dirty mirror.isn't it always kind of weird when you get, like, randomly called by someone? and then they leave a voice mail. i'm kinda scared to hear it, 'cause that was somebody i met at a coffee shop, like, a month ago and i got their number and they are just, like, calling me and it's really weird 'cause it's, like, three in the afternoon.who calls someone they met -- met at a coffee shop at three in the afternoon, like, a month after they met you? i don't know, maybe i'm just being weird. i don't think -- i think they're really cool; it's just kind of strange like.i bet it's, like, one of those calls, like, ""hi, i found this number in my phone and i was wondering who it is? this is jamie, you met me at a coffee shop, remember, i'm really awesome. "" we'll see, we'll listen to the message. maybe i'll listen to it and then i'll let you listen to it, but probably not.so, my tattoo. yes, i still have it. imagine that. all right, so i think in my last video i said it was a milk thistle. um, i said that it was a scottish flower, but actually, it doesn't grow in scotland, it grows in middle eastern regions. um, just to clear that up, but people of scottish heritage do get it as a -- as a tattoo.um, it's usually more of a stylized version -- it looks more like a symbol rather than the actual plant. um, whereas i went for a more detailed look, but anyways, now down to spiritual meaning.so the milk thistle plant has been regarded for centuries and centuries as a very highly powerful medicine, um, in terms of, um, it has been used for detoxification of the liver and also it's known for its anti cancer effects, which are two pretty awesome things. um, you can actually buy milk thistle extract at wild oats.silence .and the reason why those two attributes of the plant really spoke to me and i thought it be a good thing to perm -- permanently adorn my body with is because one, alcohol -- alcoholism is something that really affects my family. um, my aunt is in her sixties and right now, she's suffering majorly from the long terms effects -- long term effects of alcohol.um, i personally have had issues with alcohol. i started drinking when i was 12. um, i -- i was kind of a crazy kid for a while and -- so i wanted to put this thing permanently on my body, um, have it be the thorn on my -- the thorn in my side. god, i can't talk today. the thorn in my side to constantly remind me never to put my body in jeopardy for mental comfort.because i'm a firm believer that anything that's going to put your physical health in jeopardy, isn't going to bring you mental comfort in the long run. um, i think that mind, body and soul, spirit, they will -- they should be able to be happy all in the same context and in harmony with each other and so you need to keep finding that perfect balance between mental happiness and physical happiness before you are going to be truly happy.so, i have a thorn in my side to always remind me of that. um, and i don't mean not to drink, i do enjoy, you know, well actually i don't 'cause i'm only twenty, so it's illegal.anyways, and then the anti cancer effects, um, that's pertaining to my grandmother. she is a breast cancer survivor. she had her right breast removed and so my tattoo's on my right side.pretty simple, um, but definitely a deep meaning and i'm guessing you want to see it again because the last video i did was pretty shitty, it was pretty dark and i was all giddy and i just wanted to really quickly show it to you. and it probably looks something like a demented elephant head.i'm not sure, but, uh. i actually made some footage a couple days after i got it, 'cause right now it's peeling or else i'd, like totally show you. but, um, i made some footage like three days after i made that first video, 'cause i was going to post a video like i promised, but i didn't get around to finishing it, so i'll just show you that 'cause that shows it pretty well and it's not peeling and it looks cool.so here goes."
VLOG320.txt,"﻿oh, hi mah. so something excited has happened this week. i reached a hundred subscribers, which is like the first milestone i wanted to reach, so i'm really grateful for that. thank you, but you know i wanna be famous, i wanna see my name in lights and stuff, so i think you should all . that would be good. yeah, no.so, this week i was going to talk about of youtube, but i can do that another time, because this week i made a really exciting discovery that i really wanna talk about. this discovery is vitamin string quartet, or because they are american vitamin string quartet. one of the things that makes them stand out is that fact that a usual string quartet has two violins, one viola and a cello, but they have two violas instead. i know, crazy right. don't take my word for it because i'm not sure that's right. i think they changed stuff because i'm not sure it's the same people the whole time.the reason i find them so exciting is because first of all they do covers of pop music -- paramour, mainly. that's the only real one i care about. and, i'm seeing them in a week, just in case you didn't know. and i can play one of the instruments in the quartet. make sure it didn't happen. nah, whoop whoop. so now, all we are waiting for is sheet music to become available because i know that they are working on that at the moment, i think. again, don't trust me. adudududuududddaa. uh, oh, oh, and you ever want to -- jon, you know, i'll just be waiting in the gryffindor common room. come up, and yeah, no. peace and love."
VLOG309.txt,"much like this weather, this month has been completely up and down. i mean, yesterday we had torrential rain and today, perfect blue skies. skies receipt .so to start with, i lost my ipod, then i finished school. i went to cornwall for two weeks and then i decided to go and break my laptop. aww, sunshine. and then i came back from cornwall, then i took my laptop to be repaired, then i had my birthday, then i did a twenty four hour coach ride to spain, spent four days in spain, had an amazing time, and then spent twenty four hours coming back from spain on a bus.and i found my ipod, then i went to london to see xxxx. then i stole her glasses and then i started making this video because of the sunshine. so yeah, i went up to london on ooh, hello, on monday to see xxxx. it was amazing. she's back in ireland now. and i loved that, and she's the most lovely, lovely person ever, but i stole her glasses.so if she'd like to email me, or if anyone wants to email me, just send me an email and i'll email you back to that address and xxxx, i need your address to send these glasses back to you.beth fortress now following me on twitter. twitter link in cyfar . laa. yes, i am sitting in a field, let me give you a quick pan over the field. it's a field, it's a field."
VLOG99.txt,"﻿guess who's procrastinating? i am. there's a really loud airplane. i kind of haven't been here, i'm sorry about that. i've had exams last week and i have another -- another one this week and the which is a three hour exam for -- i don't know why, and i think it's a total waste of time, but we'll see how that goes. and if you've got exams as well, good luck, hope you're doing well.um, i don't know why i point over my shoulder when i say last week and this week. anyway, um, and after this video i probably won't be here for the next month, because i have my final killer exam ever and i've kind of been neglecting piano because of school exams and i kind of burnt my hand yesterday, because, um, i was serving soup. i'll explain this later. i was serving soup and my dad walked into me and then the soup fell and i just, like, dropped the bowl and ran off and stuck it under cold water. but my dad called me weak for the next two hours just because he refused to admit that it was his fault, so then he's was like shhhh, you can't handle pain. i was like, yeah, it was your fault, god. um, but yes, i was serving soup because my grandma's cousin's son and daughter are here. um, i think they're my second cousins once removed because they're my dad's generation. um, so if somebody understands family trees, would they care to explain to me who they are to me because they -- they are related to me, you know. if you're asian, i mean, everybody's related to you.sorry to butt in. i found out after they left that they're actually my grandma's cousins, not my grandma's cousin's kids. they're just the same age as my dad. my dad calls them uncle and auntie. i've been calling them great uncle and auntie the entire time. it's just i didn't know because my mom sort of tells me to say whatever in a foreign language. i could have been calling them streetlamp -- i wouldn't know. um, i actually called their kids uncle and auntie, and their kids are like twelve or something, so, well i guess if you want to get technical, they're not -- they're my cousins. okay, not going to get technical, but the good thing about when people come over -- they give you gifts. i got a hundred bucks and a really expensive necklace and trust me to be, you know, more in love with the packaging, because how cool is this? two colors. i think it's cool with the ribbons and the thing, yeah. i usually disregard the gift and go for the wrappings, so, yep.um, and because i have just been procrastinating for the past like, three hours, um, i picked up this mascara because my mom always buys -- she always orders stuff and it comes with free gift things and she just gives them all to me. i was reading this and it goes, in case of an eye irritation, discontinue use and see your ophthalmologist at once, because everybody has an ophthalmologist, you know. they assume that people who buy high class stuff have ophthalmologists. i assume that's some kind of eye doctor, but really why don't -- go see a doctor. it's not like you can get into a specialist person without a doctor referral anyway.yes. and other than that i think i should go back to studying and i think i have to catch the bus pretty soon anyway, um, 'cause my parents have left me at home and taken out my -- my second cousin, once removed, to red hill, the winery, and then they were going to go eat dinner at night time. sorry, did i say eat dinner at night time? i think i meant eat dinner in the morning because when else do you eat dinner? because, you know, if you're asian, you go eat dinner when people come over.it's me again, the less cool version of me in a grey jumper. she's also quite uncool. okay, i was saying i burnt myself on soup. the next day i burnt myself on coffee because i was out. i went to gloria jean's and bought myself a small caramel latte, four dollars and five cents. definitely didn't put the lid on properly, um, because the coffee ended up everywhere except for where it should have ended up, in my tummy. um, i was in public, so i tried to run away as inconspicuously and quickly as i could, but it didn't go down so well because it was on the floor. it was all over me, um, and i burnt my thumb.and then today, don't -- don't ever try and staple about a hundred pages together at once, it doesn't work. um, i -- 'cause we're allowed to bring in notes for our exams and i had to staple this together. i stapled them into three chunks and then i stapled the chunks together, and it looked a bit, you know, like this. it's quite graceful looking. um, and then i was trying to do that thing where you try and get as many papers together as possible without snapping a staple and that was the result. um, and i guess before the exam, i was holding it like this, with my finger over it, and i guess i decided to move really fast and then i ripped a hole in my finger. so yeah, just don't try and staple things especially if you're me, um, which none of you are.so that's my list of injuries for this week. i will see how many times i run my finger through a staple in the rest of my life. i'll keep you updated."
VLOG399.txt,"hello, i'm back again, after a week or so, i'd say roughly a week. and i'm going to do one of those really cool, specialty videos, because i really don't want to talk about nothing again. i'm going to do one of those fifty thing videos, you know, show people 50 things around you, because people really wanna see what you have in your house. i don't know. so i'm going to do it because i'm cool and trendy. well i'm not trendy; i make my own trends. anyway, just watch.this is a bag of bagels. i painted this dog. it's a bra. i am jack's first girlfriend. a clip notebook party plan. . i was in eighth grade. i'm strip. oh yeah, bitches. rest in peace, kim. i don't think we can live without peace. and i'm done. bye."
VLOG391.txt,"﻿socializing is somewhat of a difficult task for me. you may be asking yourself, what is so difficult about socializing? would it be the awkward silence in between series of questions? nope. or maybe it's the fact that you state one of your interests as collecting dictionaries? what? no. oh, look, an italian dictionary, um bi net oo, toilet. or perhaps it's awkward that you tell people you write blog skits for youtube? why did i write that in there? socializing is awkward simply because i have to state my name. yup, that's it. and scenarios like this have rolled around, roll it.hi.hello, my name is tina, what's your name?my name is xxxx.what?maybeen.may --may -- been? maydon?xxxx!xxxx?xxxx.maaayyyyy--you know what, i lied. my name's bob.oh, bob, nice to meet you.yep, that's my name. usually it's used for boys but i'm special, you know, very special. or maybe something like this would roll around:hey, my name is xxxx.hi, i'm ann.two weeks later.hey, ann.hi, michelle.it's become so bad that i don't pronounce my name in french anymore because people can't seem to grasp it. so, i'm wondering, do you have scenarios like this? leave a text comment below or give me a video response. bye, bye, . thanks for watching. keep nerding it up, nerrrrrrrrrrrrr--"
VLOG315.txt,"okay everyone. um, so today i came across a lot of videos that said project for awesome and i was wandering what that was. and, so today it's december seventeenth. um, youtube gathers, eh, itself i guess to make videos about different charities and to try to get some money to those different charities. um, i think it's an amazing, amazing opportunity. i cannot believe what a youtube has done with that. um, i was looking at megan tonya's video and i was amazed by it and by all the meaning of it. um, then i looked at makeup by raisa's video, then i looked at, um, elissa nova's video. there were a lot of videos out there talking about different charities.and, um, i know i have eight subscribers but i don't care. i think this is a really good cause. so, even if it is only eight people, i want you to know about these. so, the charity that i'm going to talk about is team hoyt. um, what team hoyt pretty much is, is a story that makes me cry a lot. um, so you have the whole story in www dot teamhoyt -- hoyt like h o-y t. com. um, the thing is rick, which is the son -- there's the father and son that's the team. rick was diagnosed as sick quadriplegic with cerebral palsy. so, pretty much what i have read of the story, he could not communicate himself until he was eighteen. and then um, they made, um, ah -- oh yeah -- this is really stupid. um, the university made a computer for him for communicating with his family. when he was thirteen he could finally go to the public school. then he went to boston college -- boston university, sorry, and etcetera.so, in the spring of nineteen seventy seven, rick told his father that he wanted to participate in a five mile benefit run from a lacrosse player who had been paralyzed in an accident. far from being a long distant runner, dick which is his dad, agreed to push rick in his wheelchair and they finished all five miles, coming in next to last.so -- oh, god. so, they kept running and -- i think up to today, the two thousand and nine boston marathon was officially team hoyt's thousandth race. rick always says that if comes down to doing one race a year, he would like it to be the boston marathon, his favorite race. dick hoyt hopes that he is able to push rick in the next boston marathon when he is seventy years old.god -- so, what this foundation does -- um, it's a non profit organization that was formed in nineteen eighty nine. i am reading it; i do not know it -- but -- like memory. so, it aspires to building individual character, self confidence and self esteem of america's disabled young people for inclusion in all facets of daily life including in family and community activities and specialist sports at home, in the schools and in the workplace. and as i told you before, um, he couldn't go to a school until he was thirteen. so, it's kind of a sad story and -- it ended up really well. i guess and, you know, seeing -- ach, it's just so amazing. so, i'm going to put a link on the side bar to team hoyt's, um, website and i'm also gonna put the link to where you can donate.i know it's, like, hard times right now, but even if it's just a couple of dollars if you're able to donate then, then just do it. um, i think you can do it through paypal and by check. so, yeah, and you can pretty much, um, you know, gather a little more information about it. and yeah, so please support this video, please rate it and comment. because all they wanna do is put, um, this project for awesome videos up into youtube for forty eight hours and -- ah, please go to other projects for awesome videos and rate them and comment on them because this is a really, really good cause. and yeah, um, check out team hoyt please. i guess it's as i said an amazing charity and an amazing story. and that was it, thank you so much guys, bye."
VLOG194.txt,"hey, guys. it's xxxx -- um -- i know i say this in, like, every video, but i apologize for my appearance. um -- my hair looks like a hot mess. i just realized that. yeah -- um -- i was just gonna say, like, my appearance because i'm not wearing makeup but apparently my hair looks disgusting too. um -- i'm getting -- well my mom cuts my hair 'cause she's fabulous. um -- so she's chopping off, like, two or three inches tomorrow. because as you could see it's at a very awkward length and i can't really do much with it because usually when it's, like, shorter i can scrunch it in there's this, like, fabulous wave thing and it's, like woah tototo . or if i sleep on it wet it, like, curls and stuff -- yeah. anyways, so i kind of, like, straightened it last night and then slept on it and my hair looks, like, so terrible. anyways, um, whenever i'm not wearing makeup i just have on moisturizer which is why my skin looks kind of dull. i didn't put on concealer or anything -- i'm not putting concealer or all this stuff whatever. um, i don't have one, like, micro mineral foundation. so, um, that's, like, kind of -- like -- weird.um, just wanted to kind of update you guys on some stuff though. first of all, in case you didn't know i'm having a contest so you should go enter it. um, i don't have the prizes yet but -- well i have some of them. but i want to make a video when i have every single prize. um -- what else? yeah, like, i'm gonna make a video when i have all the prizes that's why -- i think that's why i only have like one entry so far. thank you for entering by the way. and thank you in advance to all the people who do enter. because usually, like, with my last one i only had, like, a couple entries and then when i started showing prizes i would start getting more entries. and i had, like, over thirty entries with one hundred subscribers. so i was like okay how ya doing. so, um, yeah. pretty much i, um, still have to go get it. just because i was focusing all my money on getting christmas presents for my family and stuff. so, um, i'll have more money after christmas when i start babysitting again and stuff. 'cause i babysit for this family, like, on a regular basis and they said they're gonna need me, like, a week after christmas. so, like, next week. so they're like yeah, we're gonna need you like a week after christmas. they didn't know the exact date but they knew that they're gonna need me. so, yeah, i'll have money and then i'll go out and, um, buy prizes for the contest. hey. um, it is really like mostly drug store stuff. i'm not gonna go out and be like so i bought like twelve mineralized skin finishes and five thousand mac blushes and stuff because i don't have that kind of money. i am a seventeen year old girl with, like -- well not that being a girl has anything to do with it -- whatever. i am a seventeen year old who does not have a job because i am focusing on school.my job is, like, babysitting and then i'm opening up my etsy soon now that i can actually sew again because i can use my thumb. so, um, i actually went to the craft store today and -- with my mother. and got some sewing machine needles -- five -- so that's plenty of -- um -- needles fixed up. and then i got some colored feathers with, like, spots on them. and you can't even see them in here they just look really dull but i'll open them up and show you guys one of them. hi. i'm sure that's sanitary. everybody wants to buy them now. um -- i'll show you one of them. hey, here's what i could make since i'm gonna be a hot guy next year. oh. oh. that's when i'd really, like, apathetic -- whatever. so it's, like, they have, like, these awesome, like, feathers polka dot things. so i'm gonna be putting them onto, like, clips and headbands and stuff. and he was like -- oh my god -- like me rocking my page -- whatever -- my stuff -- whatever. anyways, so, like, me rocking pages the cute little tiny, tiny feather. um, so i will make, um, another video when i actually have stuff up on my etsy telling you guys to go check it out. but this is like a pre cursor kinda thing to what i do make.i sew so, um, i'm gonna have, like, bags and, like, whatever on there. i might make some, like, wallet type things like pouches and stuff. i got some vintage -- um -- zippers at a local thrift store. like, i got a bunch of them so i don't know what i'm doing with them yet. i was thinking about making clothes because i do know how to sew and, like, i have sewn my own clothes before and stuff. but it's just so hard with, like, the sizes 'cause then it's, like, if i make it and it doesn't sell because it's not the right size and somebody's like oh you know that's like a size to small or a size to big on me and i'm just, like, well that sucks because it's one of a kind -- you know what i mean? so although i do alter my own clothes and stuff, um, i'm not gonna do it on there just because it's harder to do that.but, um, and i also wanna start doing an installation of at sea, like, sites. like -- i know how kaye does her, like, beauty hairs -- you should check out. um -- that's kaleen's creation. i'll put her link in the sidebar too 'cause she's fabulous, um, even though most of you probably already know who she is. um, but if you have an at sea site send me an email and i'll check it out, um, because i do want to start, like, send me a private message on here, um, i do want to start kind of showcasing it. just to give you a hint though most of the at sea sites i will be promoting will be, like, really bright colorful vivid ones that are like, oh my gosh, you can tell we took time and effort to make our product. not, like, here i put some beads on a string give me twenty dollars. now like different if they're, like, real, like, legit stuff 'cause there are some stuff like that. but when you hint -- sometimes i've looked at at seas sites and, like, you some people messages and they're like hey check out my shop and i'm like oh you're stuff's sucks. but i don't say that because that would be rude. so, um, yeah, not that my stuff's, like, the most amazing stuff in the world but, yeah, i'm just kinda like okay can you like put a little effort into your products. like -- at sea is supposed to be stuff made with love. not just for, like, the money.so, yeah, i'm gonna do that and then i knit so i'll be having hats and wrist warmers and scarves and stuff. um, not as many of those as, like, sewing stuff and, like, stuff i can glue and what not because that does take longer. i'm gonna be having wrist cuffs which are really awesome and their kind of like -- if you're like me you'll wear them on a daily basis but some people might just wear them if they're, like, going to, like, a costumey party or something. but if you're like me you'll just wear them because you're fabulous.um, i have a lot of accessories like hair bows and like hair stuff , uh, like headbands and what not and clips. um, i'm trying to think of what else. bracelets, necklaces, earrings -- i have all the stuff to make it already. a lot of stuff with buttons -- oh, my god -- stuff with buttons i just love. okay. that was really creepy sounding. anyways, so i'll have, like, a lot of stuff like that. um -- i'm trying to think of what else. 'cause i do like a lot of stuff with, like, charms and what not and, like, sewing and buttons and feathers and my stuff is very, very colorful -- the stuff i make. so if you're, like, into color you'll probably like it. like, if you like spotted feathers on headbands and clips you'll probably like my site. so, um, yeah, that's it for the at sea stuff.i am gonna be making a lot more videos after christmas. i don't know if said this or not already 'cause i've had to make this video, like, twelve times. my little sister keeps coming in here going paigy, paigy. and i'm like, okay alex, i love you but i'm trying to make a video. um -- but i asked for a camcorder for -- blah -- for christmas preferably a flip cam. and so if i get that i'm gonna be making videos, like, nonstop but they won't be going out nonstop just because i don't wanna be annoying like you guys let me stand with a million videos. it'll kinda be like, i'll film a couple in a day and actually take time to edit them. because i can't really edit on my webcam. um -- but i do have an editing system it's just kinda, like, why bother with my webcam kinda thing, you know, so i will actually be taking time to edit them and we'll be having a contest where you'll win something that i made 'cause i'm gonna want a -- um -- like, an intro thingy but let's not talk about that right now. hmm. i'll talk about that after this contest is over.so, yeah, my contest is gonna end january thirty first by the way. i'm gonna go back and edit that and now in like a little bubble, like, contest ends january thirty first. hello! um -- so you have until january thirty first, that's over a month and it's pretty simple contest. you can either do crazy or settle, like, school spirit. so go check it out.um, i'm trying to think of what else. i know i had other stuff to say but i'm forgetting it so -- yeah, um, that's pretty much it. request, request, request. post like a million requests in here because i have a word document with stuff it's called youtube stuff saved on my computer. i just like requests because if i delete a video i always check the comments to make sure because i'll get random requests that are, like, ""oh -- i know this has nothing to do with this video but could you do this? "" and i'm like yes i will. so, um, the first video i kind 'a wanna make if i do get a flip cam -- of course i wanna do one with, like, hey guys here's what i got for christmas. and then i wanna do a room tour because everybody does those room tours and i've gotten few requests to do them. i don't remember the names because it's been, like, too many people so i stopped counting. so it's like at least five people have asked me to do a room tour. so, um, i think that's it. post requests and you can add my new myspace that i made -- um -- because the other one was being weird. so, yeah, all the links are in the sidebar or down there if you're watching it on my main page. all right. bye."
